;id_strony;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi;czy_na_zewnatrz
4461;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4462;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4463;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4464;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4465;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4466;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4467;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4468;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4469;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4470;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4471;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;1
4472;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4473;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4474;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4475;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;1
4476;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4477;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4478;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4479;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;1
4480;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4481;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4482;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4483;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4484;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4485;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4486;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4487;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4488;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4489;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4490;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4491;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4492;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4493;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4494;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4495;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4496;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4497;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4498;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4499;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4500;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4501;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4502;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4503;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4504;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4505;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4506;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4507;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4508;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4509;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4510;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4511;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4512;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4513;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4514;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4515;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4516;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4517;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4518;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4519;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;1
4520;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4521;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4522;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4523;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4524;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4525;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4526;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4527;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;1
4528;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4529;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4530;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4531;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze;0
4564;55903;Wielcy współcześni. Dar Teresy i Andrzeja Starmachów;Wystawy stałe;http://media.krakow.travel/photos/69205/m.jpg;obrazy_wydarzen_karnet/55903.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
4565;56918;KEF to zabawa!;Wystawy stałe;http://media.krakow.travel/photos/70316/m.jpg;obrazy_wydarzen_karnet/56918.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
4566;57547;Wystawa archeologiczna w Muzeum Żup Krakowskich Wieliczka;W gminach Metropolii;http://media.krakow.travel/photos/70975/m.jpg;obrazy_wydarzen_karnet/57547.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4567;57548;Sala gotycka;W gminach Metropolii;http://media.krakow.travel/photos/70976/m.jpg;obrazy_wydarzen_karnet/57548.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4568;57549;Kasa pancerna i inne skarby;W gminach Metropolii;http://media.krakow.travel/photos/70977/m.jpg;obrazy_wydarzen_karnet/57549.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4569;57551;Trasa Turystyczna Kopalni Soli „Wieliczka”;W gminach Metropolii;http://media.krakow.travel/photos/70979/m.jpg;obrazy_wydarzen_karnet/57551.jpg;Kopalnia Soli „Wieliczka”;ul. Daniłowicza 10;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4570;57552;Ekspozycja podziemna Żup Krakowskich Wieliczka;W gminach Metropolii;http://media.krakow.travel/photos/70980/m.jpg;obrazy_wydarzen_karnet/57552.jpg;Muzeum Żup Krakowskich w Wieliczce – Ekspozycja podziemna;ul. Daniłowicza 10;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4571;57546;Izba Pamięci Rodu Hallerów;W gminach Metropolii;http://media.krakow.travel/photos/70974/m.jpg;obrazy_wydarzen_karnet/57546.jpg;;;Kraków;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4572;57566;Skarby Niepołomickiej Parafii;W gminach Metropolii;http://media.krakow.travel/photos/70997/m.jpg;obrazy_wydarzen_karnet/57566.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4573;57567;Gabinet Włodzimierza Puchalskiego;W gminach Metropolii;http://media.krakow.travel/photos/70998/m.jpg;obrazy_wydarzen_karnet/57567.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4574;57568;Niepołomice. Miasto, czas i ludzie;W gminach Metropolii;http://media.krakow.travel/photos/71000/m.jpg;obrazy_wydarzen_karnet/57568.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4575;57650;Sale Łowieckie;W gminach Metropolii;http://media.krakow.travel/photos/71064/m.jpg;obrazy_wydarzen_karnet/57650.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4576;57657;Wystawa regionalna w Skawinie;W gminach Metropolii;http://media.krakow.travel/photos/71071/m.jpg;obrazy_wydarzen_karnet/57657.jpg;Muzeum Regionalne w Skawinie;Mickiewicza 26;Skawina;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4577;57659;Wystawa biograficzna w Muzeum św. Brata Alberta Chmielowskiego;W gminach Metropolii;http://media.krakow.travel/photos/71074/m.jpg;obrazy_wydarzen_karnet/57659.jpg;Muzeum św. Brata Alberta;Igołomia 32;Igołomia;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4578;57662;Izba Regionalna w Krzęcinie;W gminach Metropolii;http://media.krakow.travel/photos/71075/m.jpg;obrazy_wydarzen_karnet/57662.jpg;Izba Regionalna w Krzęcinie;Krzęcin 47;Krzęcin;;;;Wydarzenie stałe;#WGminach #Metropolii;0
4579;57663;Izba Regionalna w Jaśkowicach;W gminach Metropolii;http://media.krakow.travel/photos/71076/m.jpg;obrazy_wydarzen_karnet/57663.jpg;Izba Regionalna w Jaśkowicach;Szkolna 4;Radziszów;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4580;57666;Izba Regionalna w Woli Radziszowskiej;W gminach Metropolii;http://media.krakow.travel/photos/71078/m.jpg;obrazy_wydarzen_karnet/57666.jpg;Izba Regionalna w Woli Radziszowskiej;Wola Radziszowska 590;Wola Radziszowska;;;;Wydarzenie stałe;#WGminach #Metropolii;1
4586;59407;Międzymurze. Wawel podziemny;Wystawy stałe;http://media.krakow.travel/photos/72866/m.jpg;obrazy_wydarzen_karnet/59407.jpg;Wzgórze wawelskie;;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
4587;21488;Świat gadów;Wystawy stałe;http://media.krakow.travel/photos/26879/m.jpg;obrazy_wydarzen_karnet/21488.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
4588;1007;Sztuka dawnej Polski XII-XVIII wiek;Wystawy stałe;http://media.krakow.travel/photos/21429/m.jpg;obrazy_wydarzen_karnet/1007.jpg;Pałac Biskupa Erazma Ciołka;ul. Kanonicza 17;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
4589;1008;Śladami Pamięci;Wystawy stałe;http://media.krakow.travel/photos/61289/m.jpg;obrazy_wydarzen_karnet/1008.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
4590;1013;Polska kultura ludowa;Wystawy stałe;http://media.krakow.travel/photos/2067/m.jpg;obrazy_wydarzen_karnet/1013.jpg;Muzeum Etnograficzne;pl. Wolnica 1;ul. Krakowska 46;;;;Wydarzenie stałe;#wystawy #stałe;1
4591;1023;Dzieje i kultura Żydów krakowskich;Wystawy stałe;http://media.krakow.travel/photos/21406/m.jpg;obrazy_wydarzen_karnet/1023.jpg;Stara Synagoga;ul. Szeroka 24;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
4592;1027;Sztuka cerkiewna dawnej Rzeczypospolitej;Wystawy stałe;http://media.krakow.travel/photos/21427/m.jpg;obrazy_wydarzen_karnet/1027.jpg;Pałac Biskupa Erazma Ciołka;ul. Kanonicza 17;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
4593;1034;Galeria Rzemiosła Artystycznego;Wystawy stałe;http://media.krakow.travel/photos/21418/m.jpg;obrazy_wydarzen_karnet/1034.jpg;Gmach Główny;al. 3 Maja 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
4594;1038;Reprezentacyjne Komnaty Królewskie;Wystawy stałe;http://media.krakow.travel/photos/56246/m.jpg;obrazy_wydarzen_karnet/1038.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;1
4595;1039;Prywatne Apartamenty Królewskie;Wystawy stałe;http://media.krakow.travel/photos/21017/m.jpg;obrazy_wydarzen_karnet/1039.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
4596;1040;Skarbiec Koronny i Zbrojownia;Wystawy stałe;http://media.krakow.travel/photos/56245/m.jpg;obrazy_wydarzen_karnet/1040.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe;0
