;id_strony;tytul;typ_wydarzenia_lista;link_do_obrazka_lista;sciezka_do_pobranego_obrazka;obiekty;ulice;miasta;data_rozpoczecia;data_zakonczenia;godzina_rozpoczecia;czy_stale;hashtagi
4318;1135;Krakowianie wobec terroru 1939-1945-1956;Wystawy stałe;http://media.krakow.travel/photos/20992/m.jpg;obrazy_wydarzen_karnet/1135.jpg;Ulica Pomorska;ul. Pomorska 2;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4319;3115;Wystawa biograficzna Jana Matejki;Wystawy stałe;http://media.krakow.travel/photos/21066/m.jpg;obrazy_wydarzen_karnet/3115.jpg;Dom Jana Matejki;ul. Floriańska 41;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4320;3116;Wystawa w Domu Józefa Mehoffera;Wystawy stałe;http://media.krakow.travel/photos/21073/m.jpg;obrazy_wydarzen_karnet/3116.jpg;Dom Józefa Mehoffera;ul. Krupnicza 26;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4321;5042;Europejskie Centrum Numizmatyki Polskiej;Wystawy stałe;http://media.krakow.travel/photos/21501/m.jpg;obrazy_wydarzen_karnet/5042.jpg;Muzeum im. E. Hutten-Czapskiego;ul. Piłsudskiego 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4322;9379;Szkło w Krakowie. Przemysł i sztuka. 1931-1998;Wystawy stałe;http://media.krakow.travel/photos/10431/m.jpg;obrazy_wydarzen_karnet/9379.jpg;Krakowska Huta Szkła;ul. Lipowa 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4323;9409;Pamięć niedokończona;Wystawy stałe;http://media.krakow.travel/photos/10461/m.jpg;obrazy_wydarzen_karnet/9409.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4324;9834;Szlak żywego Muzeum Witrażu;Wystawy stałe;http://media.krakow.travel/photos/10886/m.jpg;obrazy_wydarzen_karnet/9834.jpg;Muzeum Witrażu;al. Krasińskiego 23;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4325;13355;Nieobjęta ziemia;Wystawy stałe;http://media.krakow.travel/photos/14407/m.jpg;obrazy_wydarzen_karnet/13355.jpg;Muzeum Etnograficzne;pl. Wolnica 1;ul. Krakowska 46;;;;Wydarzenie stałe;#wystawy #stałe
4326;13726;Krakowskie Bractwo Kurkowe i obronność miejska;Wystawy stałe;http://media.krakow.travel/photos/21274/m.jpg;obrazy_wydarzen_karnet/13726.jpg;Celestat;ul. Lubicz 16;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4327;15856;Biblioteka Mieczysława Porębskiego;Wystawy stałe;http://media.krakow.travel/photos/43427/m.jpg;obrazy_wydarzen_karnet/15856.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4328;16404;Live Factory 2. Warhol by Lupa (Kolekcja MOCAK-u);Wystawy stałe;http://media.krakow.travel/photos/43434/m.jpg;obrazy_wydarzen_karnet/16404.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4329;17367;Pawilon Józefa Czapskiego;Wystawy stałe;http://media.krakow.travel/photos/21108/m.jpg;obrazy_wydarzen_karnet/17367.jpg;Muzeum im. E. Hutten-Czapskiego;ul. Piłsudskiego 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4330;17915;Wystawa w Muzeum Katedralnym;Wystawy stałe;http://media.krakow.travel/photos/21479/m.jpg;obrazy_wydarzen_karnet/17915.jpg;Muzeum Katedralne;Wawel 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4331;18037;Kraków na wyciągnięcie ręki;Wystawy stałe;http://media.krakow.travel/photos/44331/m.jpg;obrazy_wydarzen_karnet/18037.jpg;Pałac Biskupa Erazma Ciołka;ul. Kanonicza 17;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4332;18077;Stała wystawa Muzeum Lotnictwa Polskiego;Wystawy stałe;http://media.krakow.travel/photos/19473/m.jpg;obrazy_wydarzen_karnet/18077.jpg;Muzeum Lotnictwa Polskiego;al. Jana Pawła II 39;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4333;18079;Stała wystawa Muzeum Uniwersytetu Jagiellońskiego;Wystawy stałe;http://media.krakow.travel/photos/19446/m.jpg;obrazy_wydarzen_karnet/18079.jpg;Muzeum Uniwersytetu Jagiellońskiego;ul. Jagiellońska 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4334;21510;Mięczaki świata;Wystawy stałe;http://media.krakow.travel/photos/26911/m.jpg;obrazy_wydarzen_karnet/21510.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4335;35622;Stanisław Dróżdż. Pojęciokształty (Kolekcja MOCAK-u);Wystawy stałe;http://media.krakow.travel/photos/44817/m.jpg;obrazy_wydarzen_karnet/35622.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4336;53663;Pradzieje i średniowiecze Małopolski;Wystawy stałe;http://media.krakow.travel/photos/66595/m.jpg;obrazy_wydarzen_karnet/53663.jpg;Muzeum Archeologiczne;ul. Poselska 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4337;21511;Rozmowa z kamieniem;Wystawy stałe;http://media.krakow.travel/photos/26912/m.jpg;obrazy_wydarzen_karnet/21511.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4338;21512;Świat łowców mamutów. Paleolit – przyroda i sztuka;Wystawy stałe;http://media.krakow.travel/photos/27728/m.jpg;obrazy_wydarzen_karnet/21512.jpg;Muzeum Przyrodnicze;ul. św. Sebastiana 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4339;18717;Galeria Zdzisława Beksińskiego;Wystawy stałe;http://media.krakow.travel/photos/23366/m.jpg;obrazy_wydarzen_karnet/18717.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4340;21843;Wystawa interaktywna o Starym Teatrze;Wystawy stałe;http://media.krakow.travel/photos/27350/m.jpg;obrazy_wydarzen_karnet/21843.jpg;MICET Muzeum Interaktywne / Centrum Edukacji Teatralnej;ul. Jagiellońska 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4341;22657;Ogród Nadziei;Wystawy stałe;http://media.krakow.travel/photos/28410/m.jpg;obrazy_wydarzen_karnet/22657.jpg;Bulwary Wiślane;;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4342;24100;KL Plaszow;Wystawy stałe;http://media.krakow.travel/photos/30319/m.jpg;obrazy_wydarzen_karnet/24100.jpg;Muzeum – Miejsce Pamięci KL Plaszow;ul. Jerozolimska 3;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4343;25232;Thesaurus Cracoviensis;Wystawy stałe;http://media.krakow.travel/photos/30835/m.jpg;obrazy_wydarzen_karnet/25232.jpg;Thesaurus Cracoviensis;ul. Księcia Józefa 337;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4344;26748;Miasto pod kopcem Kraka;Wystawy stałe;http://media.krakow.travel/photos/33312/m.jpg;obrazy_wydarzen_karnet/26748.jpg;Muzeum Podgórza;ul. Limanowskiego 51;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4345;35716;Tempus argenti. 25 lat Muzeum Archidiecezjalnego w domu Karola Wojtyły;Wystawy stałe;http://media.krakow.travel/photos/43584/m.jpg;obrazy_wydarzen_karnet/35716.jpg;Muzeum Archidiecezjalne;ul. Kanonicza 19;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4346;35298;Muzeum Książąt Czartoryskich – Pałac;Wystawy stałe;http://media.krakow.travel/photos/42651/m.jpg;obrazy_wydarzen_karnet/35298.jpg;Muzeum Książąt Czartoryskich;ul. Pijarska 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4347;35650;Wawel odzyskany;Wystawy stałe;http://media.krakow.travel/photos/43488/m.jpg;obrazy_wydarzen_karnet/35650.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4348;17913;Smocza Jama;Wystawy stałe;http://media.krakow.travel/photos/21478/m.jpg;obrazy_wydarzen_karnet/17913.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4349;36746;Wystawa poświęcona Młodej Polsce i dramatowi Stanisława Wyspiańskiego Wesele;Wystawy stałe;http://media.krakow.travel/photos/36848/m.jpg;obrazy_wydarzen_karnet/36746.jpg;Rydlówka;ul. Tetmajera 28;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4350;3817;Apteka Tadeusza Pankiewicza w getcie krakowskim;Wystawy stałe;http://media.krakow.travel/photos/21092/m.jpg;obrazy_wydarzen_karnet/3817.jpg;Apteka Pod Orłem;pl. Bohaterów Getta 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4351;37051;Kościuszko - bohater wciąż potrzebny;Wystawy stałe;http://media.krakow.travel/photos/45834/m.jpg;obrazy_wydarzen_karnet/37051.jpg;Muzeum Kościuszkowskie;al. Waszyngtona 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4352;43768;Wystawa Krakowskiego Salonu Ekonomicznego;Wystawy stałe;http://media.krakow.travel/photos/55442/m.jpg;obrazy_wydarzen_karnet/43768.jpg;Krakowski Salon Ekonomiczny;ul. Basztowa 20;30-960 Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4353;38195;Dziesięć polskich miast – Dziesięć żydowskich historii;Wystawy stałe;http://media.krakow.travel/photos/47810/m.jpg;obrazy_wydarzen_karnet/38195.jpg;Żydowskie Muzeum Galicja;ul. Dajwór 18;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4354;38686;Polskie Państwo Podziemne i jego siły zbrojne;Wystawy stałe;http://media.krakow.travel/photos/48488/m.jpg;obrazy_wydarzen_karnet/38686.jpg;Muzeum Armii Krajowej;ul. Wita Stwosza 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4355;38701;Krakowska Konspiracja;Wystawy stałe;http://media.krakow.travel/photos/48519/m.jpg;obrazy_wydarzen_karnet/38701.jpg;Muzeum Armii Krajowej;ul. Wita Stwosza 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4356;39145;Źródła. Galeria Sztuki Starożytnej;Wystawy stałe;http://media.krakow.travel/photos/49254/m.jpg;obrazy_wydarzen_karnet/39145.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4357;41059;XX + XXI. Galeria Sztuki Polskiej;Wystawy stałe;http://media.krakow.travel/photos/52107/m.jpg;obrazy_wydarzen_karnet/41059.jpg;Gmach Główny;al. 3 Maja 1;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4358;41714;Galeria Historycznych Militariów;Wystawy stałe;http://media.krakow.travel/photos/52895/m.jpg;obrazy_wydarzen_karnet/41714.jpg;Galeria Historycznych Militariów;ul. Gołębia 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4359;41799;Przedmioty. Galeria designu polskiego XX i XXI wieku;Wystawy stałe;http://media.krakow.travel/photos/53288/m.jpg;obrazy_wydarzen_karnet/41799.jpg;Kamienica Szołayskich im. Feliksa Jasieńskiego;pl. Szczepański 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4360;41800;Przekroje. Galeria architektury polskiej XX i XXI wieku;Wystawy stałe;http://media.krakow.travel/photos/53278/m.jpg;obrazy_wydarzen_karnet/41800.jpg;Kamienica Szołayskich im. Feliksa Jasieńskiego;pl. Szczepański 9;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4361;41781;Kraków od początku, bez końca;Wystawy stałe;http://media.krakow.travel/photos/53007/m.jpg;obrazy_wydarzen_karnet/41781.jpg;Pałac Krzysztofory;Rynek Główny 35;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4362;42064;Duchowość i kultura Cystersów;Wystawy stałe;http://media.krakow.travel/photos/53400/m.jpg;obrazy_wydarzen_karnet/42064.jpg;Muzeum Cystersów w Mogile;ul. Klasztorna 11;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4363;41681;Co robi zdjęcie?;Wystawy stałe;http://media.krakow.travel/photos/52847/m.jpg;obrazy_wydarzen_karnet/41681.jpg;MuFo Rakowicka;ul. Rakowicka 22a;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4364;46940;Stała wystawa Muzeum Dominikanów;Wystawy stałe;http://media.krakow.travel/photos/59267/m.jpg;obrazy_wydarzen_karnet/46940.jpg;Muzeum Dominikanów;ul. Stolarska 12;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4365;35184;Jerzy Duda-Gracz – Galeria Autorska. Kolekcja Agaty Dudy-Gracz;Wystawy stałe;http://media.krakow.travel/photos/58880/m.jpg;obrazy_wydarzen_karnet/35184.jpg;Nowohuckie Centrum Kultury;al. Jana Pawła II 232;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4366;47857;Miasto. Technoczułość;Wystawy stałe;http://media.krakow.travel/photos/60218/m.jpg;obrazy_wydarzen_karnet/47857.jpg;Muzeum Inżynierii i Techniki;ul. św. Wawrzyńca 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4367;36636;Ogrody Królewskie;Wystawy stałe;http://media.krakow.travel/photos/21052/m.jpg;obrazy_wydarzen_karnet/36636.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4368;49044;Klasztorek. Muzeum Książąt Czartoryskich;Wystawy stałe;http://media.krakow.travel/photos/61550/m.jpg;obrazy_wydarzen_karnet/49044.jpg;Muzeum Książąt Czartoryskich;ul. Pijarska 15;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4369;49289;Fort Jugowice. Dziedzictwo miejsca;Wystawy stałe;http://media.krakow.travel/photos/62939/m.jpg;obrazy_wydarzen_karnet/49289.jpg;Muzeum i Centrum Ruchu Harcerskiego;ul. Forteczna 28;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4370;50894;Historia a Oskar Schindler;Wystawy stałe;http://media.krakow.travel/photos/63594/m.jpg;obrazy_wydarzen_karnet/50894.jpg;MOCAK Muzeum Sztuki Współczesnej;ul. Lipowa 4;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4371;50900;Broń i Barwa;Wystawy stałe;http://media.krakow.travel/photos/63604/m.jpg;obrazy_wydarzen_karnet/50900.jpg;Arsenał Muzeum Książąt Czartoryskich;ul. Pijarska 8;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4372;52030;Wawel Podziemny. Lapidarium;Wystawy stałe;http://media.krakow.travel/photos/64850/m.jpg;obrazy_wydarzen_karnet/52030.jpg;Zamek Królewski na Wawelu;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4373;52656;Gabinet Porcelanowy;Wystawy stałe;http://media.krakow.travel/photos/65540/m.jpg;obrazy_wydarzen_karnet/52656.jpg;Prywatne Apartamenty Królewskie;Wawel 5;Kraków;;;;Wydarzenie stałe;#wystawy #stałe
4374;53505;Solniczki – małe arcydzieła sztuki;W gminach Metropolii;http://media.krakow.travel/photos/67039/m.jpg;obrazy_wydarzen_karnet/53505.jpg;Muzeum Żup Krakowskich Wieliczka;ul. Zamkowa 8;Wieliczka;;;;Wydarzenie stałe;#WGminach #Metropolii
4375;53755;Muzeum Ślusarstwa im. Marcina Mikuły;W gminach Metropolii;http://media.krakow.travel/photos/66688/m.jpg;obrazy_wydarzen_karnet/53755.jpg;Muzeum Ślusarstwa  im. Marcina Mikuły;ul. Bruchnalskiego 35;Świątniki Górne;;;;Wydarzenie stałe;#WGminach #Metropolii
4376;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4377;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4378;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4379;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4380;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4381;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4382;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4383;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4384;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4385;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4386;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4387;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4388;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4389;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4390;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4391;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4392;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4393;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4394;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4395;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4396;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4397;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4398;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4399;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4400;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4401;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4402;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4403;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4404;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4405;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4406;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4407;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4408;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4409;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4410;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4411;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4412;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4413;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
4414;53870;Muzeum Fonografii w Niepołomicach – wystawa stała;W gminach Metropolii;http://media.krakow.travel/photos/67020/m.jpg;obrazy_wydarzen_karnet/53870.jpg;Muzeum Fonografii w Niepołomicach;ul. Zamkowa 4;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4415;38200;Projekt Kody Miasta;Akcje czytelnicze;http://media.krakow.travel/photos/47814/m.jpg;obrazy_wydarzen_karnet/38200.jpg;Planty;;Kraków;;;;Wydarzenie stałe;#akcje #czytelnicze
4416;53868;Sukiennice w Niepołomicach 2. Znane i nieznane;W gminach Metropolii;http://media.krakow.travel/photos/66833/m.jpg;obrazy_wydarzen_karnet/53868.jpg;Zamek Królewski w Niepołomicach;ul. Zamkowa 2;Niepołomice;;;;Wydarzenie stałe;#WGminach #Metropolii
4417;53915;Ostatnia Kolejka Czernichów Główny;W gminach Metropolii;http://media.krakow.travel/photos/66901/m.jpg;obrazy_wydarzen_karnet/53915.jpg;Stacja Muzeum Czernichów Główny;ul. Wiślana 3;Czernichów;;;;Wydarzenie stałe;#WGminach #Metropolii
