id_strony,tytul,typ_wydarzenia_lista,link_do_obrazka_lista,sciezka_do_pobranego_obrazka,obiekty,ulice,miasta,data_rozpoczecia,data_zakonczenia,godzina_rozpoczecia,czy_stale,hashtagi,likes,info_clicks,shares,watch_time,saves,score
3679,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,54,21,8,28,2,87.2
3680,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,43,20,10,35,4,79.8
3681,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,55,16,8,10,4,77.39999999999999
3682,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,45,26,11,18,2,80.0
3683,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,49,25,5,9,6,76.8
3684,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,37,18,9,58,6,81.2
3685,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,40,19,15,57,2,87.4
3686,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,55,19,10,129,5,128.8
3687,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,48,20,10,62,4,95.6
3688,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,48,26,12,76,4,107.2
3689,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,43,21,8,82,5,98.4
3690,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,45,23,10,21,8,79.4
3691,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,52,27,12,19,5,89.39999999999999
3692,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,46,16,7,16,5,70.4
3693,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,52,26,12,35,6,95.2
3694,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,53,15,9,32,4,84.0
3695,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,44,16,10,52,8,85.19999999999999
3696,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,54,19,7,87,4,109.00000000000001
3697,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,46,19,12,76,3,99.4
3698,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,52,24,11,32,9,92.39999999999999
3699,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,65,23,19,27,6,106.80000000000001
3700,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,43,30,9,31,1,85.00000000000001
3701,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,26,9,34,6,95.00000000000001
3702,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,48,23,11,12,6,79.0
3703,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,52,15,11,62,2,95.8
3704,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,49,13,9,167,6,132.79999999999998
3705,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,48,22,10,50,6,92.8
3706,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,43,22,10,52,3,87.99999999999999
3707,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,39,21,12,69,5,91.6
3708,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,62,29,9,18,3,98.4
3709,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,45,34,11,28,9,91.8
3710,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,55,17,8,31,6,87.0
3711,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,52,22,6,17,5,80.99999999999999
3712,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,53,20,12,144,9,135.60000000000002
3713,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,55,23,14,85,6,117.00000000000001
3714,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,43,18,9,89,5,99.4
3715,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,55,15,9,38,5,88.60000000000001
3716,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,44,18,15,55,4,90.2
3717,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,45,24,14,35,3,87.2
3718,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,36,18,7,41,5,72.0
3719,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,55,24,9,52,3,101.0
3720,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,54,16,9,43,7,90.80000000000001
3721,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,63,15,4,52,5,99.2
3722,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,43,16,13,11,4,68.8
3723,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,55,19,12,18,8,86.2
3724,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,19,6,35,3,83.39999999999999
3725,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,47,19,9,40,4,84.4
3726,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,52,21,9,40,3,90.8
3727,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,45,15,8,74,7,92.80000000000001
3728,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,60,15,7,60,3,100.8
3729,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,56,18,6,66,9,102.2
3730,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,53,10,16,30,3,83.19999999999999
3731,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,54,23,16,21,3,91.0
3732,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,49,24,8,43,3,90.8
3733,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,64,21,12,81,3,121.0
3734,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,58,20,16,140,6,140.79999999999998
3735,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,49,20,12,31,8,86.2
3736,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,46,19,6,140,0,120.8
3737,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,35,16,10,19,3,62.0
3738,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,63,17,7,12,7,87.0
3739,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,56,24,9,39,3,96.80000000000001
3740,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,53,31,6,21,7,91.2
3741,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,42,27,12,27,2,82.0
3742,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,37,23,11,95,6,101.2
3743,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,53,16,15,89,4,111.2
3744,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,57,23,3,60,5,102.2
3745,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,40,24,4,56,3,84.6
3746,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,46,25,9,27,6,83.4
3747,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,50,15,6,43,6,84.0
3748,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,47,19,8,38,7,83.60000000000001
3749,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,46,24,9,15,3,77.2
3750,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,66,18,16,157,2,153.20000000000002
3751,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,47,17,10,38,8,83.39999999999999
3752,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,64,24,7,20,2,95.80000000000001
3753,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,39,22,6,13,8,67.0
3754,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,51,14,11,70,4,97.6
3755,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,43,23,12,148,7,129.20000000000002
3756,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,54,26,16,180,4,157.2
3757,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,59,16,11,45,7,97.8
3758,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,49,20,10,38,3,86.8
3759,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,42,30,8,53,5,93.0
3760,53868,Sukiennice w Niepołomicach 2. Znane i nieznane,W gminach Metropolii,http://media.krakow.travel/photos/66833/m.jpg,obrazy_wydarzen_karnet/53868.jpg,Zamek Królewski w Niepołomicach,ul. Zamkowa 2,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,42,23,10,52,6,88.4
3761,53915,Ostatnia Kolejka Czernichów Główny,W gminach Metropolii,http://media.krakow.travel/photos/66901/m.jpg,obrazy_wydarzen_karnet/53915.jpg,Stacja Muzeum Czernichów Główny,ul. Wiślana 3,Czernichów,,,,Wydarzenie stałe,#WGminach #Metropolii,44,25,10,7,8,74.39999999999999
3762,53870,Muzeum Fonografii w Niepołomicach – wystawa stała,W gminach Metropolii,http://media.krakow.travel/photos/67020/m.jpg,obrazy_wydarzen_karnet/53870.jpg,Muzeum Fonografii w Niepołomicach,ul. Zamkowa 4,Niepołomice,,,,Wydarzenie stałe,#WGminach #Metropolii,42,16,9,35,7,75.6
3763,38200,Projekt Kody Miasta,Akcje czytelnicze,http://media.krakow.travel/photos/47814/m.jpg,obrazy_wydarzen_karnet/38200.jpg,Planty,,Kraków,,,,Wydarzenie stałe,#akcje #czytelnicze,55,18,8,63,5,100.4
3764,52030,Wawel Podziemny. Lapidarium,Wystawy stałe,http://media.krakow.travel/photos/64850/m.jpg,obrazy_wydarzen_karnet/52030.jpg,Zamek Królewski na Wawelu,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,50,21,10,72,9,103.39999999999999
3765,52656,Gabinet Porcelanowy,Wystawy stałe,http://media.krakow.travel/photos/65540/m.jpg,obrazy_wydarzen_karnet/52656.jpg,Prywatne Apartamenty Królewskie,Wawel 5,Kraków,,,,Wydarzenie stałe,#wystawy #stałe,38,22,6,76,6,90.80000000000001
3766,53505,Solniczki – małe arcydzieła sztuki,W gminach Metropolii,http://media.krakow.travel/photos/67039/m.jpg,obrazy_wydarzen_karnet/53505.jpg,Muzeum Żup Krakowskich Wieliczka,ul. Zamkowa 8,Wieliczka,,,,Wydarzenie stałe,#WGminach #Metropolii,44,25,13,51,9,94.0
3767,53755,Muzeum Ślusarstwa im. Marcina Mikuły,W gminach Metropolii,http://media.krakow.travel/photos/66688/m.jpg,obrazy_wydarzen_karnet/53755.jpg,Muzeum Ślusarstwa  im. Marcina Mikuły,ul. Bruchnalskiego 35,Świątniki Górne,,,,Wydarzenie stałe,#WGminach #Metropolii,39,26,16,19,6,78.19999999999999
